total_pop,deaths,family_households,nonfamily_households,rent_burden_not_computed,median_rent,white_pop,income_per_capita,families_with_young_children,income_less_10000,married_households,armed_forces,employed_pop,civilian_labor_force,unemployed_pop,bachelors_degree,in_school,no_cars,four_more_cars,pop_25_64,median_income,median_age,confirmed_cases,
7225,6,1730,1130,44,504,6925,22527,436,136,1416,0,3429,3569,140,582,1625,111,287,3674,45531,43.3,641,
27807,21,7674,2896,490,453,26948,23223,1779,727,5814,11,11952,12858,906,1425,6104,519,1219,14616,46861,41.2,1793,
10617,5,2947,1312,64,524,10157,21511,868,396,2250,0,4378,4689,311,451,2488,220,424,5323,43468,40,624,
25203,46,6884,3611,311,443,23659,23427,1642,720,5371,5,11436,12120,684,1368,5548,519,869,12642,44985,42.1,2139,
32777,76,8221,3261,379,457,30252,21794,3114,752,6631,4,14200,15012,812,1875,7265,1859,1349,15383,48355,34.6,2633,
14056,23,3895,1635,278,513,12865,24315,811,363,3006,2,6311,6791,480,744,3068,216,472,7389,52193,42.5,900,
19623,35,5187,2643,299,423,18751,22715,1211,558,3877,0,8438,8844,406,960,4195,535,695,9885,42803,41.3,1532,
33481,25,9592,3877,199,462,32058,28073,2237,444,7788,14,16513,17138,625,2880,7728,483,1157,17471,57041,41,2972,
8269,8,2494,901,93,482,7977,29312,444,97,1991,0,4012,4211,199,767,1773,58,314,4273,58950,44.6,665,
36520,59,10098,4518,182,530,34756,24222,2336,715,8269,4,18256,19002,746,2771,8901,699,1044,18972,50063,40.3,2852,
67615,115,17148,8974,659,509,57705,21024,4388,1899,12274,9,29436,31854,2418,4637,17957,2155,1618,32405,42046,39.9,6284,
167391,176,44394,18857,1022,749,140547,31879,10642,3229,34282,41,79536,84379,4843,19582,42538,2441,4821,88737,65979,39.4,14536,
42524,67,11088,5229,316,538,40454,26057,3105,707,8368,0,21054,22080,1026,3503,10776,884,1412,22010,51374,39.1,3396,
44339,90,11799,5804,381,603,41069,27317,2762,908,9130,16,22045,23193,1148,3670,10650,860,1720,23561,57216,41.3,4911,
76481,112,19703,9343,789,609,67497,30663,5064,1701,14797,19,38137,40203,2066,9263,18907,1799,2406,40695,59451,39.9,6216,
26480,86,7050,3304,150,590,25131,25548,2048,492,5494,0,12996,13650,654,2281,6121,589,823,13578,52270,38.8,2485,
38248,63,9665,5175,420,474,30972,23592,2778,786,7469,0,17137,18316,1179,2334,9175,1020,1081,19497,45558,40.5,4756,
367747,566,92542,50154,2953,574,274344,26932,30669,9192,67272,119,176365,188237,11872,42678,98348,8986,8318,187880,51091,35.7,32214,
78720,83,21625,8640,844,580,69749,27884,6130,1327,17068,0,38265,40112,1847,7526,18278,1895,2173,39976,57190,38,7932,
82457,143,22187,12351,1046,533,70737,26294,5374,2939,16300,60,36774,39316,2542,7467,19388,2487,2244,42005,47958,41.5,7992,
12761,37,3589,1707,303,443,12078,24445,792,389,2809,0,5654,6074,420,727,2870,102,494,6568,47633,41.8,954,
15007,31,4315,1696,158,680,14388,31365,747,389,3458,0,6754,7177,423,1421,3105,148,702,7807,59292,49.3,859,
22966,46,6103,2689,377,473,21702,22153,1459,702,4664,11,9729,10524,795,1193,5148,415,772,11904,45526,41.7,1731,
49564,47,13361,5306,349,621,47751,30228,2863,948,10793,31,24597,26111,1514,4855,11968,690,2444,26115,62905,42.7,4653,
28372,45,8001,3149,299,483,27131,25385,1918,588,6431,18,13646,14475,829,2350,6566,498,1276,14435,53698,40.6,2945,
37763,39,9739,5247,616,487,35090,23441,2468,1066,7139,0,18338,19395,1057,2532,9749,1179,1211,18390,44837,38.1,3301,
202924,355,51567,20166,1755,623,152901,23817,17181,4005,38164,0,94516,100141,5625,15620,50826,6448,4770,100484,52449,35.4,24271,
268613,398,64202,36492,3428,613,197612,25893,19785,7763,46734,172,125645,134278,8633,30387,74393,7976,5304,134876,48121,36.5,26952,
36035,44,9271,4194,560,496,32176,22890,2229,995,7198,37,15337,16632,1295,1944,8294,606,959,18899,46666,39.9,3133,
46752,84,12022,5227,573,537,41121,24289,3417,901,9370,13,21353,22901,1548,3823,10755,1100,1651,23109,51869,39.8,4955,
43779,47,11695,4854,469,545,39093,23260,3300,1084,9058,0,20125,21446,1321,3112,10474,884,1438,22795,49080,38.2,4182,
115938,138,27492,18812,1665,542,100956,23271,6872,4846,19640,25,53152,57726,4574,9852,35609,3636,2982,52352,41208,35.4,8968,
32293,42,8761,3916,217,557,30028,25429,1870,786,6183,0,14465,15544,1079,2324,7161,660,1068,16867,50722,40.6,2542,
38288,53,10259,4734,258,512,35308,25519,2650,661,8255,0,18802,19658,856,3270,8843,754,1257,19251,53075,40.5,3383,
114893,143,28070,15587,783,633,96387,26875,8614,2271,20788,32,56087,59499,3412,10961,26921,2458,3074,62387,52834,38.8,10370,
181831,240,44688,30235,2022,572,152954,26917,13312,5996,32413,14,86719,91432,4713,20697,44192,6104,3771,94798,44815,37.9,18864,
149359,300,39925,14942,940,727,134849,31101,11848,1896,31146,475,74247,77811,3564,20575,38399,2030,4199,78248,65272,37.3,14744,
24279,38,6748,2975,307,505,21810,26275,1711,254,5318,49,11428,11952,524,1781,5390,348,828,12149,51404,42,2691,
20610,19,5774,2327,152,440,19593,29114,1283,334,4966,0,9859,10450,591,1479,4599,324,1061,10647,55280,43.2,1846,
12214,22,3474,1725,201,429,11721,22328,730,366,2674,0,5251,5635,384,506,2568,404,454,6150,40622,43.7,1103,
19229,28,5031,2429,279,433,18138,23003,1213,515,3974,0,8199,8529,330,1002,3842,330,860,10298,49689,41.9,1503,
22835,34,6796,2047,182,494,22461,26267,1609,429,5546,5,11012,11627,615,2001,5272,277,1175,11731,55588,42.3,1461,
20296,30,5011,2923,226,470,18728,23557,1548,597,4107,0,9575,9957,382,1166,4438,530,685,10321,47108,41.9,1612,
31848,47,8432,4488,444,486,30107,24700,1839,776,6767,30,15079,15962,883,2388,7493,580,984,15608,49052,42,2954,
32455,44,8372,3589,243,530,26937,23722,2442,663,6503,29,15228,16071,843,2297,7758,687,1237,16185,51659,38.2,3682,
35018,36,8594,3859,481,470,32824,21534,3339,934,6819,9,14954,15771,817,2116,8574,1386,941,15877,48290,33.3,3246,
48649,65,12009,6087,456,513,45652,23293,2697,1395,8950,23,20044,21557,1513,3791,10364,738,1307,25688,46131,42.2,4991,
72776,102,20059,7517,294,716,67711,31428,4799,776,16493,0,37374,38950,1576,10029,17868,806,3022,38444,70973,40.2,6491,
63013,71,17612,6616,282,703,57739,42844,4993,834,14674,35,32690,33796,1106,11596,16513,1064,1935,33510,75591,38.4,5407,
34459,44,9359,4451,293,547,32399,26902,2011,442,7641,9,17154,18037,883,3003,8234,600,1205,17283,52749,42.7,3098,
20900,32,5286,2315,429,467,19253,22239,1349,764,3889,0,8087,8592,505,1271,4049,376,675,11467,45031,41.4,1900,
69533,97,18461,7344,461,611,66975,27402,4576,1012,14694,94,33330,35346,2016,5093,16376,1275,3095,36856,60317,41.5,5256,
129641,233,33855,17792,1686,545,110647,23680,8736,3660,24335,55,55819,59911,4092,10584,28938,4063,3277,67433,45432,40.2,10743,
107723,182,24901,16263,1609,543,92473,22932,7083,4013,17573,59,47559,51623,4064,10051,30049,3732,2379,52830,42030,36.1,10552,
488694,697,123584,61940,6363,687,266264,26590,35332,14923,82344,93,216337,236501,20164,47030,123978,15740,10868,252237,52559,38.6,44695,
110839,161,28138,14837,995,594,88538,25004,7536,2640,20340,14,47222,51306,4084,8931,24325,3369,3481,59122,49921,40.2,8876,
61581,96,17445,6297,383,635,57148,33528,4245,843,14591,0,31003,32103,1100,7662,15513,743,2133,32082,66080,40.5,6531,
26375,32,7520,3160,334,442,25428,24339,1626,695,5994,35,12252,12887,635,2031,6009,539,1400,13779,50924,40.9,2190,
38720,62,9597,2467,331,539,36543,22780,4216,541,8248,13,16479,16977,498,1556,8480,3353,1001,17329,58336,31.5,2255,
20957,39,5949,2602,341,498,20212,24220,1212,450,4622,0,9455,10091,636,1024,4403,281,1128,11155,48315,44.6,1614,
23722,40,6374,2518,300,542,22736,24186,1500,471,5087,36,10269,10879,610,1279,5357,486,862,12474,49243,40.7,2192,
33596,60,9288,4048,311,478,31660,27342,2340,532,7225,4,16210,16806,596,2568,7858,582,1468,17307,51149,40.5,3604,
25599,27,7319,2821,255,503,24616,30763,1669,576,5920,0,12454,12899,445,2388,5837,405,1129,13457,60992,42.5,2344,
21107,24,5383,2812,250,409,20072,20193,1653,606,4163,0,9315,9919,604,916,4746,866,965,10257,42878,39.8,1648,
33448,36,8736,3484,375,614,30681,24953,2353,529,6927,5,15315,16157,842,2132,8338,337,1257,16816,56574,39,2856,
32431,65,8471,4182,384,417,31399,24744,2008,786,6905,29,14248,15192,944,2102,6919,640,1594,16713,49648,42.8,2378,
27840,37,7229,3524,261,521,26550,22901,1840,597,5356,0,13028,13859,831,1375,6648,667,1242,14451,48362,39.6,1943,
12471,28,3423,1673,156,405,12072,25648,694,168,2854,12,5922,6154,232,739,2737,226,654,6397,50196,43.9,1145,
27832,50,7740,3204,172,505,26428,25850,2090,546,6298,91,13703,14127,424,2368,6717,429,969,13876,53038,39.8,2338,
37543,47,9249,3913,221,558,34487,23842,1993,557,6929,3,16283,17157,874,2210,9169,479,1411,18953,55295,37.8,2889,
66972,162,17310,9087,719,496,59273,23895,4517,2064,12354,14,29078,31111,2033,4901,15756,2654,1698,33744,41813,41.1,6376,
81024,102,21028,10444,545,672,67429,29955,6039,1658,16066,69,39722,41800,2078,10155,19232,1318,2592,42419,57331,38.1,6329,
42379,76,11274,5250,266,451,38652,28302,3022,680,9424,20,21928,22577,649,4394,9875,620,1418,21623,57307,40.2,5472,
47421,60,12967,5238,430,538,41540,25260,3524,1025,10087,70,22593,23959,1366,3051,11415,968,1630,24498,52393,38.5,4635,
39450,45,10436,4257,395,522,37739,25993,2440,718,8292,16,17769,19018,1249,2893,8379,461,1640,21088,53897,42.7,3339,
45669,79,13148,5284,492,493,43799,25036,2995,1001,10413,18,20577,21702,1125,3195,10007,817,1453,23489,49985,42.6,3841,
158170,261,42224,14929,797,834,135680,33031,11307,1704,34004,84,81408,85263,3855,24513,41862,1010,4773,84377,74245,37.6,14062,
186081,126,39085,29686,2155,680,143304,25481,12842,7002,29517,143,91869,96910,5041,21124,70782,4936,3556,82755,50486,28.1,17642,
939964,1374,206566,160649,11445,671,532896,26284,78528,34739,131086,233,450798,490044,39246,118164,243377,35509,15118,505609,44869,34.3,82482,
144436,112,28541,26473,2148,738,121518,26738,7513,6873,21325,73,71839,76649,4810,19422,58994,4220,2655,64823,45689,28.8,9194,
309687,323,83805,30477,1119,944,261564,44443,26440,2689,70187,141,163999,169590,5591,73578,87557,2492,6769,165886,90582,36.6,28726,
2621,0,575,289,130,460,1671,21694,266,29,484,0,1284,1309,25,225,667,27,81,1297,48160,33.4,195,
7716,15,1945,683,186,500,3995,26138,783,197,1668,0,3620,3796,176,538,2123,51,300,3733,57474,32.6,936,
18856,24,5505,2176,142,503,17697,27783,1279,279,4580,9,9299,9869,570,1887,4359,185,1375,9827,58935,44,1447,
2790,0,755,413,71,416,2529,28549,184,78,681,3,1398,1441,43,262,656,36,205,1344,49926,40.4,284,
1741,8,478,248,39,347,1581,28388,108,49,397,7,923,940,17,167,353,2,127,794,51563,49.5,153,
2665,2,666,429,66,375,2440,24469,178,64,568,0,1156,1214,58,335,577,32,138,1229,42772,45,221,
2497,0,781,363,64,358,2343,30165,156,36,650,0,1219,1245,26,324,504,26,172,1246,56607,44.7,408,
1702,3,484,344,52,345,1539,29768,137,62,401,0,885,917,32,206,332,36,128,822,51765,41.5,115,
7840,0,2060,1146,149,446,7462,21887,580,210,1739,0,3502,3654,152,574,1712,182,521,3699,40986,42.2,715,
3121,3,785,490,45,310,2986,25667,159,61,641,0,1494,1589,95,287,708,21,190,1490,48693,46.6,240,
1591,0,378,216,36,304,1490,29931,124,31,332,0,776,820,44,229,389,11,99,760,60000,40.6,167,
6987,21,2026,1135,80,379,6511,25686,444,112,1707,3,3387,3559,172,667,1278,161,313,3488,48427,48.7,781,
2107,2,537,261,82,388,1247,21062,198,67,486,0,999,1020,21,260,613,35,84,976,42222,39.3,169,
6004,7,1607,534,68,462,5061,27031,536,68,1394,0,3095,3185,90,594,1476,40,204,2860,61220,35.9,570,
1210,0,332,162,47,440,905,25775,87,20,288,0,560,566,6,200,286,20,37,565,47045,48.7,100,
7576,10,2050,1098,87,447,7105,30927,428,96,1685,0,3648,3829,181,908,1672,83,500,3720,57593,45.5,623,
2931,8,738,377,107,346,2123,23038,246,103,506,0,1275,1396,121,158,580,55,143,1342,43813,39.5,220,
6776,8,1608,982,147,415,5724,24404,409,101,1259,0,2799,2832,33,579,1299,79,83,3694,46224,44.5,1077,
5572,8,1549,790,73,329,5256,26927,417,131,1333,0,2787,2851,64,562,1150,61,244,2578,47992,46.2,476,
2520,7,751,419,119,413,2311,27615,172,39,691,0,1240,1259,19,365,479,53,243,1209,50893,50.3,329,
3001,15,902,425,43,362,2655,30761,214,73,802,0,1447,1486,39,323,627,22,197,1445,48412,47.2,332,
3693,1,1063,599,110,334,3512,28122,237,143,961,0,1721,1774,53,394,721,66,238,1743,45357,51.6,239,
9670,21,2370,1372,91,478,8851,27063,812,256,1963,92,4617,4816,199,1119,2355,178,410,4506,53415,39.2,761,
2946,0,824,449,76,339,2275,27966,171,88,682,0,1444,1487,43,286,647,80,144,1482,50229,44.8,234,
4251,9,1230,574,52,403,3557,25941,281,108,1022,0,2032,2109,77,494,1010,65,249,2070,47121,42.7,321,
3684,0,979,734,94,328,3490,26559,280,141,814,0,1752,1802,50,429,718,64,228,1754,42173,47.4,261,
2157,5,629,261,83,438,1502,27111,177,19,527,0,1095,1121,26,224,525,42,93,1037,55109,41.2,209,
5746,16,1521,836,101,429,5191,25698,423,168,1254,0,2608,2707,99,466,1235,116,296,2751,48059,42.5,532,
2581,0,739,419,43,295,2350,21156,163,83,623,0,1022,1098,76,164,472,68,153,1203,39405,50.8,149,
5957,0,1684,753,74,431,5617,28839,366,136,1416,0,3002,3104,102,682,1355,80,415,2993,51797,42.4,480,
2891,7,772,667,68,364,2738,30890,191,79,634,0,1375,1415,40,318,491,77,206,1380,41230,51.3,241,
5446,18,1495,831,83,405,5124,24795,355,101,1265,0,2770,2820,50,570,1276,101,340,2585,46806,44.3,637,
3931,9,905,337,75,446,2591,24232,282,64,760,0,1803,1877,74,210,1138,25,106,1905,51439,34.8,533,
7790,7,2072,993,105,413,7030,24520,514,173,1723,25,3737,3912,175,645,2057,142,321,3725,50300,39.4,843,
2089,5,559,353,86,478,1737,27087,166,44,436,0,1029,1045,16,382,460,15,90,983,46094,44.2,220,
3119,0,850,582,72,363,2940,25983,213,89,716,0,1505,1582,77,347,640,42,206,1531,43594,47.9,400,
5741,1,1442,516,171,487,3558,24691,570,186,1240,13,2569,2690,121,405,1600,60,250,2815,57500,35.1,515,
3178,0,864,659,80,352,2959,21419,224,147,671,0,1500,1588,88,241,586,95,167,1607,36493,48.6,172,
2632,22,828,365,89,402,2490,29352,175,61,738,0,1295,1311,16,365,502,15,220,1240,50817,48.5,356,
5527,27,1333,573,82,459,4944,22935,285,35,1037,0,2523,2588,65,528,1223,95,206,2882,50673,43.5,1193,
2677,11,752,496,89,397,2416,27934,203,73,628,0,1248,1269,21,386,550,44,146,1177,47167,47.8,330,
5148,9,1391,753,66,341,4866,25415,381,139,1093,5,2495,2584,89,602,1173,69,237,2524,48352,43.6,589,
4081,2,1003,327,147,488,2842,24141,325,69,857,13,1950,2023,73,295,997,10,180,1940,53780,36.1,397,
5605,17,1573,752,64,417,5175,26569,329,121,1378,3,2745,2811,66,485,1187,167,369,2754,50338,47.9,478,
13322,10,3822,1474,149,439,11228,25920,976,285,3035,4,6280,6652,372,1183,3293,231,718,6565,53592,41.4,1204,
9191,1,2415,1481,160,422,8577,25579,690,216,1805,0,4668,4916,248,772,2116,221,383,4309,44199,41.8,927,
10095,50,2772,1351,88,413,9649,27438,832,201,2358,0,5137,5231,94,1122,2421,181,445,4683,53368,40.4,1404,
9602,1,2892,1541,142,435,9014,25796,566,409,2218,0,4141,4395,254,708,2000,261,648,4754,46576,43.6,659,
2524,4,632,372,36,458,2251,24961,185,36,577,0,1273,1313,40,309,604,79,126,1140,48226,40.8,232,
9859,22,2775,1434,122,381,9365,27908,722,151,2349,14,4875,5085,210,844,2180,166,435,4860,50420,44,944,
4705,12,1308,999,105,350,4525,27121,330,162,1191,1,2390,2454,64,490,914,120,240,2241,43489,50.9,636,
20501,15,5479,2501,289,394,18160,21006,1257,530,4377,15,8713,9207,494,1713,4879,568,815,10317,41101,41.4,2046,
15894,8,4545,2059,187,436,14886,27209,1225,458,3739,38,7314,7861,547,1548,3521,290,741,7989,54186,43.4,1016,
27067,21,7459,3829,393,426,22199,26264,2070,754,5673,24,13580,14170,590,2161,6581,650,971,13433,46070,39.6,2435,
7847,9,2233,1026,123,425,7157,26718,630,279,1776,0,4393,4479,86,946,1850,71,453,3773,52465,36.3,1006,
8328,12,2509,1083,138,429,7800,31679,515,159,2010,2,4136,4297,161,910,1779,133,581,4215,58662,44,584,
4981,16,1426,679,89,618,3962,31825,372,93,1295,12,2564,2711,147,630,1095,20,247,2457,62198,40.5,536,
2899,1,871,518,67,415,2741,33233,176,28,721,0,1747,1761,14,347,591,14,200,1462,55197,49.4,354,
8858,10,2444,1429,113,401,8181,25107,589,253,1878,0,4223,4450,227,649,1755,292,397,4336,44468,44,792,
9868,1,2627,1305,114,375,8289,23355,743,257,2174,0,4760,5090,330,961,2621,217,425,4595,48333,38.5,939,
19162,27,5199,2582,212,461,17463,24434,1437,528,4251,138,8736,9233,497,1937,4430,458,806,9616,49663,41.2,1488,
2963,3,831,557,90,315,2831,24361,166,96,718,0,1324,1354,30,255,522,45,133,1375,43125,51.9,182,
22948,28,5474,2099,121,540,7253,21158,2500,535,3621,0,10866,11720,854,1185,6935,436,742,11083,47535,29.5,3694,
178392,263,44672,26929,1255,589,132874,28584,14022,4081,34192,208,84423,89244,4821,23162,44290,5571,5184,90588,54667,38.9,14169,
16209,16,4370,2151,282,403,14680,23589,1242,651,3352,0,7418,7643,225,1173,4089,430,602,7780,44402,39.7,1516,
12752,1,3209,2116,180,423,11565,23011,934,505,2605,4,6006,6233,227,1086,3040,286,557,6123,43031,41.6,837,
32976,19,8898,3873,259,582,30692,31611,2279,765,7381,0,16285,17026,741,3876,8425,559,1707,16887,63501,41.7,2221,
23188,6,6185,2325,109,584,20837,27978,2194,460,5250,322,10873,11314,441,3310,6484,261,1167,11575,64410,35.2,1360,
28877,47,6529,5118,300,543,26041,29339,2138,937,5072,0,15862,16317,455,4297,9767,609,981,13119,49562,32,3388,
117806,36,24333,20612,896,714,93227,29438,7636,3650,19092,96,64647,67806,3159,17727,42948,2674,3191,54431,54370,29.2,7617,
33302,67,8155,5397,530,497,23835,24307,2216,1222,6167,24,17399,18476,1077,3498,10499,1023,1265,15307,42992,32.9,3717,
35796,18,9380,3543,392,838,20485,21583,5084,878,7530,5586,11575,12576,1001,2879,10939,587,600,16380,46096,26.4,2528,
34683,36,9273,4082,193,499,28874,26587,2448,674,7716,4,16969,17474,505,4122,9062,638,1261,16436,55687,39.2,3218,
63360,111,16261,8754,505,501,53681,25267,4306,1460,12825,17,29785,31346,1561,5873,15212,1582,1814,31567,47897,40.1,7682,
4905,2,1200,767,150,327,4531,28840,410,125,1030,0,2391,2453,62,393,997,104,185,2375,52075,43.4,337,
6230,13,1613,1112,149,388,5954,26108,455,175,1331,0,2868,2982,114,698,1548,122,331,2811,44591,43.7,536,
6331,4,1585,915,142,423,5451,24102,391,180,1302,13,2730,2815,85,661,1159,172,289,3325,48550,43.7,1141,
12087,6,3313,1544,104,392,11266,25620,779,272,2852,20,5697,5930,233,1356,2942,180,656,5595,50212,45,871,
4295,4,1207,467,155,423,3446,25173,359,71,929,0,2055,2115,60,394,993,63,180,2013,54167,37.7,445,
8203,21,2424,982,53,478,7751,28115,531,181,1994,114,4107,4248,141,927,1914,98,485,3869,55434,43,710,
16466,10,3688,2279,396,463,14559,25494,1127,467,2791,2,7669,8186,517,1324,5186,434,780,7395,46640,35.9,1372,
9736,29,2664,1329,188,392,8119,24319,804,231,2117,5,4589,4751,162,878,2220,152,361,4731,46964,42.2,1147,
20553,25,5570,2528,245,383,17562,22841,1425,498,4291,0,9514,9987,473,1614,4555,528,918,10285,45706,41,2323,
1875,4,566,220,84,435,1649,28857,128,25,500,0,991,1020,29,235,336,16,147,927,55345,46.8,169,
23336,27,5947,3241,281,434,21001,25393,1698,594,4806,0,10759,11335,576,2444,6056,415,1340,11574,52695,40.7,1702,
14757,3,3788,1834,197,428,13354,20707,1158,443,3032,43,6414,6557,143,1191,3685,349,613,6817,39379,39.3,1164,
28792,48,8106,3971,235,557,26443,29508,2005,437,6660,28,15238,15622,384,3881,6839,368,1375,13975,56946,40.8,2796,
33463,6,8865,4754,491,460,26801,22823,2710,1113,6728,11,14522,15421,899,2891,7904,980,1189,16239,43977,40.3,2785,
79359,42,19598,7635,428,728,62814,30170,6219,1125,15622,2000,34678,36206,1528,9459,21773,1111,2680,43208,70022,37.3,5780,
66260,42,17535,6823,425,558,59287,28478,4590,982,14169,162,31363,32850,1487,8573,18671,1373,2816,34040,62324,38.1,6429,
163227,210,37900,21455,2252,595,67848,20192,15554,6104,23349,153,73215,79860,6645,11616,42296,5888,4028,84000,42783,33.7,17419,
55334,83,13963,8331,461,553,44556,27951,4258,1143,10528,261,27700,28920,1220,6167,13814,1648,1508,28110,49728,37.9,5233,
39099,35,8894,6080,582,521,34157,21207,2755,1594,6714,20,18426,19474,1048,4221,12779,1153,1170,17532,38017,32.5,3966,
25599,19,6676,3221,77,568,23289,25701,1873,628,5429,15,12784,13507,723,2302,6513,332,1312,12914,53167,40,2102,
5999,9,1766,963,119,511,5088,25653,445,134,1381,41,2866,2989,123,565,1456,56,271,2924,52030,38.5,573,
37097,43,9328,3320,402,548,15796,23074,3880,701,6351,0,18653,19574,921,2518,10772,435,1024,17972,51703,30.6,5805,
34658,10,8280,3059,337,529,14125,22053,3928,542,6202,22,16655,17776,1121,2480,9106,713,1119,16810,49890,31.1,5396,
35732,10,9087,4601,483,458,28652,23130,2732,1065,6954,13,15567,16414,847,3215,9445,833,1484,17080,46624,38.2,3153,
75696,23,14559,12127,1157,802,58208,26619,5334,2551,11885,6647,35629,37729,2100,9250,30306,1665,1727,31392,48428,24.9,5597,
510484,345,125797,69275,5342,597,350354,27583,44380,14888,92218,1954,244954,259419,14465,66165,140903,11889,14467,260804,52841,35,47003,
578797,533,153483,70765,2622,849,466059,43061,45618,6603,125497,208,312189,323559,11370,132207,155377,7887,13402,312246,81121,37.3,46009,
3425,3,880,552,107,337,2968,23621,204,107,694,0,1474,1571,97,309,703,116,197,1633,39531,48.7,219,
6227,2,1789,983,186,345,5753,24837,350,180,1435,14,2773,2886,113,584,1304,158,323,3003,41648,48.6,547,
2561,2,735,504,44,328,2275,27165,152,98,612,0,1207,1228,21,418,469,35,160,1277,43427,50.8,233,
6918,4,1932,800,73,531,6432,25790,551,96,1616,2,3376,3526,150,711,1539,76,396,3491,58947,43.4,562,
9154,5,2539,1172,156,347,8820,22765,563,312,2029,0,3690,3859,169,505,1836,400,290,4630,41114,43.2,477,
18630,2,4923,2184,231,420,17466,22497,1167,669,3842,0,7850,8434,584,1225,3739,496,761,9579,44620,41.8,1195,
7061,5,1937,823,143,369,6779,21519,493,266,1421,0,2867,3075,208,254,1510,298,214,3634,38900,41.6,390,
14382,0,3819,1819,317,369,14030,17728,710,867,2603,0,5015,5725,710,640,2848,435,473,7710,30692,42.6,813,
12783,1,3479,1578,696,362,12651,17279,764,967,2824,0,3718,4147,429,424,2901,536,244,6837,29578,42,780,
20866,15,5556,2163,704,362,19329,15388,1381,1688,3742,0,5762,6339,577,755,4156,1090,446,11865,24596,39.2,2061,
12175,10,2940,1376,361,307,11250,14914,787,782,2311,0,3032,3584,552,373,2290,286,226,6830,29239,39,786,
7533,1,1926,709,208,364,7236,13436,412,533,1308,0,1790,1884,94,240,1430,214,309,4202,29043,42,882,
13180,14,3577,1518,377,342,11683,21150,951,415,2763,0,5098,5430,332,542,2862,292,415,6872,39273,41,974,
24413,28,6785,3001,405,451,23031,19351,1648,1085,5114,0,9547,10454,907,1062,5173,679,618,12677,37930,40.6,1741,
27550,16,7286,3118,438,469,25613,21371,2011,1021,5165,0,11384,12354,970,1836,6434,676,683,14518,42172,39,1807,
